subject,task,trial,is_fall,split,impact_frame,threshold_fire_frame,cusum_fire_frame,cusum_side,shapelet_fire_frame,any_fire_frame,majority_fire_frame,unanimous_fire_frame
6,26,1,True,train,160.0,133.0,149.0,plus,,133.0,149.0,
6,26,2,True,train,185.0,159.0,175.0,plus,,159.0,175.0,
6,26,3,True,train,206.0,179.0,194.0,plus,,179.0,194.0,
6,26,4,True,train,251.0,230.0,243.0,plus,101.0,101.0,230.0,243.0
6,26,5,True,train,242.0,219.0,233.0,plus,200.0,200.0,219.0,233.0
6,27,1,True,train,68.0,44.0,59.0,plus,,44.0,59.0,
6,27,2,True,train,87.0,64.0,80.0,plus,64.0,64.0,64.0,80.0
6,27,3,True,train,80.0,60.0,75.0,plus,61.0,60.0,61.0,75.0
6,27,4,True,train,114.0,91.0,111.0,plus,90.0,90.0,91.0,111.0
6,27,5,True,train,53.0,31.0,46.0,plus,,31.0,46.0,
6,28,1,True,train,394.0,406.0,509.0,plus,606.0,406.0,509.0,606.0
6,28,2,True,train,449.0,427.0,439.0,plus,,427.0,439.0,
6,28,3,True,train,446.0,424.0,415.0,minus,363.0,363.0,415.0,424.0
6,28,4,True,train,395.0,382.0,393.0,plus,,382.0,393.0,
6,28,5,True,train,424.0,410.0,419.0,plus,,410.0,419.0,
6,29,1,True,train,528.0,503.0,519.0,plus,,503.0,519.0,
6,29,2,True,train,474.0,450.0,465.0,plus,406.0,406.0,450.0,465.0
6,29,3,True,train,494.0,468.0,482.0,plus,,468.0,482.0,
6,29,4,True,train,544.0,523.0,529.0,plus,494.0,494.0,523.0,529.0
6,30,1,True,train,296.0,280.0,307.0,minus,250.0,250.0,280.0,307.0
6,30,2,True,train,326.0,308.0,336.0,minus,277.0,277.0,308.0,336.0
6,30,3,True,train,348.0,334.0,358.0,minus,,334.0,358.0,
6,30,4,True,train,387.0,333.0,352.0,plus,,333.0,352.0,
6,30,5,True,train,367.0,322.0,373.0,minus,319.0,319.0,322.0,373.0
6,31,1,True,train,297.0,58.0,173.0,minus,,58.0,173.0,
6,31,2,True,train,338.0,102.0,300.0,plus,,102.0,300.0,
6,31,3,True,train,338.0,98.0,193.0,plus,,98.0,193.0,
6,31,4,True,train,292.0,79.0,174.0,plus,,79.0,174.0,
6,31,5,True,train,321.0,90.0,242.0,minus,,90.0,242.0,
6,32,1,True,train,393.0,381.0,385.0,plus,367.0,367.0,381.0,385.0
6,32,2,True,train,383.0,394.0,395.0,minus,,394.0,395.0,
6,32,3,True,train,412.0,332.0,428.0,minus,,332.0,428.0,
6,32,4,True,train,323.0,289.0,303.0,plus,,289.0,303.0,
6,32,5,True,train,323.0,311.0,315.0,plus,,311.0,315.0,
6,33,1,True,train,326.0,281.0,294.0,plus,,281.0,294.0,
6,33,2,True,train,333.0,300.0,315.0,plus,,300.0,315.0,
6,33,4,True,train,331.0,291.0,302.0,plus,,291.0,302.0,
6,33,5,True,train,356.0,344.0,350.0,plus,,344.0,350.0,
6,34,1,True,train,443.0,390.0,403.0,plus,,390.0,403.0,
6,34,2,True,train,480.0,448.0,463.0,plus,,448.0,463.0,
6,34,3,True,train,498.0,436.0,494.0,plus,434.0,434.0,436.0,494.0
6,34,4,True,train,407.0,355.0,368.0,plus,,355.0,368.0,
6,34,5,True,train,400.0,353.0,367.0,plus,,353.0,367.0,
6,1,1,False,train,,,,,,,,
6,2,1,False,train,,,,,507.0,507.0,,
6,2,2,False,train,,,,,182.0,182.0,,
6,2,3,False,train,,,,,579.0,579.0,,
6,2,4,False,train,,,,,478.0,478.0,,
6,2,5,False,train,,,,,483.0,483.0,,
6,3,1,False,train,,,,,,,,
6,3,2,False,train,,,,,,,,
6,3,3,False,train,,,,,151.0,151.0,,
6,3,4,False,train,,,,,224.0,224.0,,
6,3,5,False,train,,,,,,,,
6,4,1,False,train,,111.0,105.0,minus,,105.0,111.0,
6,4,2,False,train,,160.0,153.0,minus,,153.0,160.0,
6,4,3,False,train,,152.0,145.0,minus,,145.0,152.0,
6,4,4,False,train,,166.0,158.0,minus,,158.0,166.0,
6,4,5,False,train,,164.0,156.0,minus,,156.0,164.0,
6,5,1,False,train,,627.0,144.0,minus,396.0,144.0,396.0,627.0
6,5,2,False,train,,,796.0,plus,249.0,249.0,796.0,
6,5,3,False,train,,,,,,,,
6,5,4,False,train,,,,,,,,
6,5,5,False,train,,,719.0,minus,,719.0,,
6,6,1,False,train,,,,,112.0,112.0,,
6,6,2,False,train,,,,,,,,
6,6,3,False,train,,,,,,,,
6,6,4,False,train,,,,,,,,
6,6,5,False,train,,,,,79.0,79.0,,
6,7,1,False,train,,,,,,,,
6,7,2,False,train,,,,,,,,
6,7,3,False,train,,,,,,,,
6,7,4,False,train,,,,,,,,
6,7,5,False,train,,,,,,,,
6,8,1,False,train,,66.0,138.0,minus,,66.0,138.0,
6,8,2,False,train,,165.0,220.0,plus,,165.0,220.0,
6,8,3,False,train,,135.0,207.0,minus,,135.0,207.0,
6,8,5,False,train,,147.0,186.0,minus,,147.0,186.0,
6,9,1,False,train,,44.0,95.0,plus,,44.0,95.0,
6,9,2,False,train,,90.0,128.0,minus,,90.0,128.0,
6,9,3,False,train,,160.0,196.0,minus,,160.0,196.0,
6,9,4,False,train,,148.0,185.0,minus,,148.0,185.0,
6,10,1,False,train,,,,,106.0,106.0,,
6,10,2,False,train,,269.0,,,,269.0,,
6,10,3,False,train,,,426.0,minus,,426.0,,
6,10,4,False,train,,,,,73.0,73.0,,
6,10,5,False,train,,,428.0,minus,,428.0,,
6,11,1,False,train,,,,,187.0,187.0,,
6,12,1,False,train,,,,,1815.0,1815.0,,
6,13,1,False,train,,,,,69.0,69.0,,
6,13,2,False,train,,,,,177.0,177.0,,
6,13,3,False,train,,,,,362.0,362.0,,
6,13,4,False,train,,,,,126.0,126.0,,
6,13,5,False,train,,,,,186.0,186.0,,
6,14,1,False,train,,,,,,,,
6,14,2,False,train,,,,,,,,
6,14,3,False,train,,,,,,,,
6,14,4,False,train,,,,,,,,
6,14,5,False,train,,,,,,,,
6,15,1,False,train,,97.0,133.0,minus,,97.0,133.0,
6,15,2,False,train,,245.0,280.0,minus,245.0,245.0,245.0,280.0
6,15,3,False,train,,285.0,264.0,plus,232.0,232.0,264.0,285.0
6,15,4,False,train,,214.0,229.0,plus,212.0,212.0,214.0,229.0
6,15,5,False,train,,244.0,348.0,plus,,244.0,348.0,
6,16,1,False,train,,,,,,,,
6,16,2,False,train,,,,,181.0,181.0,,
6,16,3,False,train,,,,,,,,
6,16,4,False,train,,,,,110.0,110.0,,
6,16,5,False,train,,,,,,,,
6,17,1,False,train,,,126.0,minus,756.0,126.0,756.0,
6,18,1,False,train,,,,,141.0,141.0,,
6,18,2,False,train,,,,,,,,
6,18,3,False,train,,,,,669.0,669.0,,
6,18,4,False,train,,,,,,,,
6,18,5,False,train,,,,,197.0,197.0,,
6,19,1,False,train,,,,,86.0,86.0,,
6,19,2,False,train,,,,,192.0,192.0,,
6,19,3,False,train,,,,,,,,
6,19,4,False,train,,,,,179.0,179.0,,
6,19,5,False,train,,,,,,,,
6,35,1,False,train,,,781.0,plus,,781.0,,
6,35,2,False,train,,928.0,895.0,plus,,895.0,928.0,
6,35,4,False,train,,,825.0,plus,,825.0,,
6,36,1,False,train,,431.0,509.0,minus,728.0,431.0,509.0,728.0
6,36,2,False,train,,468.0,547.0,minus,,468.0,547.0,
6,36,3,False,train,,604.0,683.0,minus,934.0,604.0,683.0,934.0
6,36,4,False,train,,473.0,551.0,minus,,473.0,551.0,
6,36,5,False,train,,509.0,583.0,minus,,509.0,583.0,
7,20,1,True,train,278.0,232.0,228.0,minus,63.0,63.0,228.0,232.0
7,20,2,True,train,332.0,280.0,283.0,minus,,280.0,283.0,
7,20,3,True,train,390.0,341.0,336.0,minus,,336.0,341.0,
7,20,4,True,train,380.0,361.0,375.0,plus,78.0,78.0,361.0,375.0
7,20,5,True,train,349.0,362.0,330.0,plus,,330.0,362.0,
7,21,1,True,train,214.0,,195.0,plus,,195.0,,
7,21,2,True,train,266.0,230.0,248.0,plus,,230.0,248.0,
7,21,3,True,train,278.0,258.0,269.0,plus,122.0,122.0,258.0,269.0
7,21,4,True,train,336.0,315.0,325.0,plus,296.0,296.0,315.0,325.0
7,21,5,True,train,208.0,168.0,184.0,plus,,168.0,184.0,
7,22,1,True,train,265.0,208.0,238.0,minus,366.0,208.0,238.0,366.0
7,22,2,True,train,225.0,133.0,180.0,minus,,133.0,180.0,
7,22,3,True,train,343.0,234.0,289.0,minus,143.0,143.0,234.0,289.0
7,22,4,True,train,349.0,320.0,293.0,minus,,293.0,320.0,
7,22,5,True,train,269.0,245.0,206.0,minus,50.0,50.0,206.0,245.0
7,23,1,True,train,295.0,271.0,290.0,plus,191.0,191.0,271.0,290.0
7,23,2,True,train,288.0,250.0,227.0,plus,169.0,169.0,227.0,250.0
7,23,3,True,train,423.0,323.0,342.0,plus,,323.0,342.0,
7,23,4,True,train,303.0,238.0,206.0,plus,,206.0,238.0,
7,23,5,True,train,279.0,292.0,257.0,plus,228.0,228.0,257.0,292.0
7,24,1,True,train,347.0,309.0,285.0,plus,,285.0,309.0,
7,24,2,True,train,291.0,190.0,210.0,plus,518.0,190.0,210.0,518.0
7,24,3,True,train,261.0,165.0,181.0,plus,354.0,165.0,181.0,354.0
7,24,4,True,train,269.0,220.0,199.0,plus,,199.0,220.0,
7,24,5,True,train,254.0,181.0,195.0,plus,361.0,181.0,195.0,361.0
7,25,1,True,train,369.0,,383.0,minus,,383.0,,
7,25,3,True,train,272.0,234.0,286.0,minus,,234.0,286.0,
7,25,4,True,train,252.0,221.0,240.0,plus,127.0,127.0,221.0,240.0
7,25,5,True,train,239.0,,252.0,minus,128.0,128.0,252.0,
7,26,1,True,train,336.0,294.0,313.0,plus,,294.0,313.0,
7,26,2,True,train,317.0,270.0,289.0,plus,213.0,213.0,270.0,289.0
7,26,3,True,train,285.0,255.0,272.0,plus,372.0,255.0,272.0,372.0
7,26,4,True,train,322.0,302.0,318.0,plus,113.0,113.0,302.0,318.0
7,26,5,True,train,267.0,250.0,259.0,plus,159.0,159.0,250.0,259.0
7,27,4,True,train,223.0,202.0,217.0,plus,,202.0,217.0,
7,28,1,True,train,406.0,,396.0,plus,,396.0,,
7,28,2,True,train,462.0,426.0,414.0,minus,69.0,69.0,414.0,426.0
7,28,3,True,train,389.0,332.0,363.0,minus,91.0,91.0,332.0,363.0
7,28,4,True,train,438.0,384.0,396.0,plus,671.0,384.0,396.0,671.0
7,28,5,True,train,506.0,423.0,446.0,plus,237.0,237.0,423.0,446.0
7,29,2,True,train,531.0,494.0,504.0,plus,490.0,490.0,494.0,504.0
7,29,3,True,train,563.0,429.0,559.0,plus,92.0,92.0,429.0,559.0
7,29,5,True,train,599.0,581.0,593.0,plus,,581.0,593.0,
7,31,2,True,train,383.0,161.0,255.0,plus,92.0,92.0,161.0,255.0
7,31,3,True,train,348.0,155.0,230.0,minus,,155.0,230.0,
7,31,4,True,train,375.0,204.0,304.0,plus,318.0,204.0,304.0,318.0
7,31,5,True,train,361.0,158.0,253.0,plus,301.0,158.0,253.0,301.0
7,32,1,True,train,519.0,465.0,472.0,plus,,465.0,472.0,
7,32,2,True,train,513.0,463.0,483.0,plus,,463.0,483.0,
7,32,3,True,train,542.0,481.0,490.0,plus,815.0,481.0,490.0,815.0
7,32,4,True,train,625.0,553.0,566.0,plus,142.0,142.0,553.0,566.0
7,32,5,True,train,628.0,554.0,558.0,plus,135.0,135.0,554.0,558.0
7,33,1,True,train,612.0,552.0,570.0,plus,246.0,246.0,552.0,570.0
7,33,2,True,train,609.0,545.0,561.0,plus,121.0,121.0,545.0,561.0
7,33,3,True,train,508.0,451.0,469.0,plus,,451.0,469.0,
7,33,4,True,train,563.0,503.0,518.0,plus,107.0,107.0,503.0,518.0
7,33,5,True,train,508.0,462.0,476.0,plus,602.0,462.0,476.0,602.0
7,34,1,True,train,641.0,589.0,606.0,plus,864.0,589.0,606.0,864.0
7,34,2,True,train,617.0,566.0,582.0,plus,,566.0,582.0,
7,34,3,True,train,610.0,560.0,573.0,plus,,560.0,573.0,
7,34,4,True,train,541.0,488.0,506.0,plus,,488.0,506.0,
7,34,5,True,train,570.0,491.0,510.0,plus,487.0,487.0,491.0,510.0
7,1,1,False,train,,,,,1928.0,1928.0,,
7,2,1,False,train,,,,,76.0,76.0,,
7,2,2,False,train,,,,,256.0,256.0,,
7,2,3,False,train,,,,,,,,
7,2,4,False,train,,,,,,,,
7,2,5,False,train,,,,,,,,
7,3,1,False,train,,,,,,,,
7,3,2,False,train,,,,,113.0,113.0,,
7,3,3,False,train,,,,,120.0,120.0,,
7,3,4,False,train,,,,,,,,
7,3,5,False,train,,,,,87.0,87.0,,
7,4,2,False,train,,220.0,214.0,minus,,214.0,220.0,
7,4,3,False,train,,196.0,181.0,minus,,181.0,196.0,
7,4,4,False,train,,131.0,123.0,minus,,123.0,131.0,
7,4,5,False,train,,146.0,134.0,minus,76.0,76.0,134.0,146.0
7,5,1,False,train,,,,,60.0,60.0,,
7,5,2,False,train,,,851.0,plus,176.0,176.0,851.0,
7,5,3,False,train,,,,,,,,
7,5,4,False,train,,,,,,,,
7,5,5,False,train,,,731.0,plus,67.0,67.0,731.0,
7,6,1,False,train,,,,,,,,
7,6,2,False,train,,,,,,,,
7,6,3,False,train,,,,,70.0,70.0,,
7,6,4,False,train,,,,,98.0,98.0,,
7,6,5,False,train,,,,,143.0,143.0,,
7,7,1,False,train,,,629.0,plus,,629.0,,
7,7,2,False,train,,,,,,,,
7,7,3,False,train,,,,,,,,
7,7,4,False,train,,,,,71.0,71.0,,
7,7,5,False,train,,,,,,,,
7,8,1,False,train,,104.0,123.0,plus,,104.0,123.0,
7,8,2,False,train,,203.0,223.0,plus,,203.0,223.0,
7,8,3,False,train,,248.0,266.0,plus,,248.0,266.0,
7,8,4,False,train,,202.0,220.0,plus,,202.0,220.0,
7,8,5,False,train,,244.0,263.0,plus,883.0,244.0,263.0,883.0
7,9,1,False,train,,59.0,95.0,minus,,59.0,95.0,
7,9,2,False,train,,227.0,246.0,plus,197.0,197.0,227.0,246.0
7,9,3,False,train,,241.0,259.0,plus,,241.0,259.0,
7,9,4,False,train,,212.0,229.0,plus,,212.0,229.0,
7,10,1,False,train,,178.0,210.0,minus,,178.0,210.0,
7,10,2,False,train,,232.0,374.0,minus,336.0,232.0,336.0,374.0
7,10,3,False,train,,270.0,303.0,minus,,270.0,303.0,
7,10,4,False,train,,318.0,351.0,minus,,318.0,351.0,
7,10,5,False,train,,310.0,328.0,plus,273.0,273.0,310.0,328.0
7,11,1,False,train,,,,,914.0,914.0,,
7,12,1,False,train,,,,,,,,
7,13,1,False,train,,,,,99.0,99.0,,
7,13,2,False,train,,,,,,,,
7,13,3,False,train,,,,,200.0,200.0,,
7,13,4,False,train,,,,,,,,
7,13,5,False,train,,,,,209.0,209.0,,
7,14,2,False,train,,,,,401.0,401.0,,
7,14,3,False,train,,,222.0,minus,,222.0,,
7,14,4,False,train,,,254.0,minus,,254.0,,
7,15,1,False,train,,152.0,162.0,plus,,152.0,162.0,
7,15,2,False,train,,190.0,208.0,plus,,190.0,208.0,
7,15,3,False,train,,252.0,268.0,plus,,252.0,268.0,
7,15,4,False,train,,288.0,256.0,plus,,256.0,288.0,
7,15,5,False,train,,210.0,226.0,plus,,210.0,226.0,
7,16,1,False,train,,,207.0,minus,99.0,99.0,207.0,
7,16,2,False,train,,,259.0,minus,,259.0,,
7,16,3,False,train,,,249.0,minus,,249.0,,
7,16,4,False,train,,,,,184.0,184.0,,
7,16,5,False,train,,,240.0,minus,,240.0,,
7,17,1,False,train,,,40.0,minus,583.0,40.0,583.0,
7,18,1,False,train,,,,,62.0,62.0,,
7,18,2,False,train,,,,,,,,
7,18,3,False,train,,,,,205.0,205.0,,
7,18,4,False,train,,,,,92.0,92.0,,
7,18,5,False,train,,,,,124.0,124.0,,
7,19,1,False,train,,,,,859.0,859.0,,
7,19,2,False,train,,,,,122.0,122.0,,
7,19,3,False,train,,,,,938.0,938.0,,
7,19,4,False,train,,,,,732.0,732.0,,
7,19,5,False,train,,,,,114.0,114.0,,
7,35,1,False,train,,,808.0,plus,1057.0,808.0,1057.0,
7,35,2,False,train,,,819.0,plus,681.0,681.0,819.0,
7,35,4,False,train,,,890.0,plus,153.0,153.0,890.0,
7,35,5,False,train,,,747.0,plus,142.0,142.0,747.0,
7,36,1,False,train,,591.0,779.0,plus,,591.0,779.0,
7,36,2,False,train,,626.0,,,,626.0,,
7,36,3,False,train,,663.0,,,565.0,565.0,663.0,
7,36,4,False,train,,,738.0,minus,,738.0,,
8,20,2,True,train,285.0,247.0,273.0,plus,,247.0,273.0,
8,20,3,True,train,267.0,240.0,255.0,plus,165.0,165.0,240.0,255.0
8,20,4,True,train,296.0,264.0,277.0,plus,,264.0,277.0,
8,20,5,True,train,286.0,254.0,270.0,plus,,254.0,270.0,
8,21,1,True,train,211.0,184.0,202.0,plus,168.0,168.0,184.0,202.0
8,21,2,True,train,192.0,165.0,185.0,plus,,165.0,185.0,
8,21,3,True,train,212.0,180.0,202.0,plus,,180.0,202.0,
8,21,4,True,train,198.0,167.0,189.0,plus,,167.0,189.0,
8,21,5,True,train,180.0,154.0,189.0,minus,,154.0,189.0,
8,22,1,True,train,268.0,252.0,256.0,plus,231.0,231.0,252.0,256.0
8,22,2,True,train,263.0,240.0,255.0,plus,199.0,199.0,240.0,255.0
8,22,3,True,train,259.0,238.0,250.0,plus,226.0,226.0,238.0,250.0
8,22,4,True,train,259.0,237.0,250.0,plus,231.0,231.0,237.0,250.0
8,22,5,True,train,274.0,254.0,266.0,plus,,254.0,266.0,
8,23,1,True,train,248.0,212.0,227.0,plus,,212.0,227.0,
8,23,2,True,train,298.0,276.0,294.0,plus,,276.0,294.0,
8,23,3,True,train,260.0,242.0,259.0,plus,152.0,152.0,242.0,259.0
8,23,4,True,train,279.0,245.0,263.0,plus,,245.0,263.0,
8,23,5,True,train,274.0,242.0,255.0,plus,238.0,238.0,242.0,255.0
8,24,1,True,train,267.0,242.0,245.0,plus,240.0,240.0,242.0,245.0
8,24,2,True,train,245.0,220.0,225.0,plus,159.0,159.0,220.0,225.0
8,24,3,True,train,253.0,231.0,233.0,plus,,231.0,233.0,
8,24,4,True,train,273.0,250.0,255.0,plus,241.0,241.0,250.0,255.0
8,24,5,True,train,274.0,251.0,256.0,plus,242.0,242.0,251.0,256.0
8,25,1,True,train,266.0,240.0,254.0,plus,,240.0,254.0,
8,25,2,True,train,235.0,217.0,225.0,plus,218.0,217.0,218.0,225.0
8,25,3,True,train,261.0,238.0,254.0,plus,186.0,186.0,238.0,254.0
8,25,4,True,train,229.0,211.0,224.0,plus,,211.0,224.0,
8,25,5,True,train,232.0,192.0,223.0,plus,519.0,192.0,223.0,519.0
8,26,1,True,train,234.0,215.0,228.0,plus,181.0,181.0,215.0,228.0
8,26,2,True,train,278.0,249.0,261.0,plus,108.0,108.0,249.0,261.0
8,26,3,True,train,261.0,244.0,247.0,plus,224.0,224.0,244.0,247.0
8,26,4,True,train,266.0,248.0,256.0,plus,250.0,248.0,250.0,256.0
8,26,5,True,train,280.0,262.0,272.0,plus,244.0,244.0,262.0,272.0
8,27,1,True,train,166.0,147.0,163.0,plus,,147.0,163.0,
8,27,2,True,train,163.0,144.0,175.0,minus,52.0,52.0,144.0,175.0
8,27,3,True,train,188.0,169.0,185.0,plus,148.0,148.0,169.0,185.0
8,27,4,True,train,168.0,147.0,162.0,plus,,147.0,162.0,
8,27,5,True,train,155.0,132.0,147.0,plus,87.0,87.0,132.0,147.0
8,28,1,True,train,493.0,440.0,456.0,plus,,440.0,456.0,
8,28,2,True,train,450.0,401.0,416.0,plus,385.0,385.0,401.0,416.0
8,28,3,True,train,454.0,444.0,470.0,minus,,444.0,470.0,
8,28,4,True,train,426.0,395.0,410.0,plus,377.0,377.0,395.0,410.0
8,28,5,True,train,443.0,398.0,407.0,plus,399.0,398.0,399.0,407.0
8,29,1,True,train,578.0,552.0,562.0,plus,508.0,508.0,552.0,562.0
8,29,2,True,train,584.0,561.0,573.0,plus,564.0,561.0,564.0,573.0
8,29,3,True,train,549.0,524.0,536.0,plus,,524.0,536.0,
8,29,4,True,train,528.0,505.0,516.0,plus,483.0,483.0,505.0,516.0
8,29,5,True,train,534.0,508.0,520.0,plus,501.0,501.0,508.0,520.0
8,30,1,True,train,401.0,351.0,362.0,plus,60.0,60.0,351.0,362.0
8,30,2,True,train,405.0,355.0,373.0,plus,,355.0,373.0,
8,30,3,True,train,386.0,339.0,356.0,plus,336.0,336.0,339.0,356.0
8,30,4,True,train,383.0,334.0,351.0,plus,,334.0,351.0,
8,30,5,True,train,358.0,318.0,330.0,plus,597.0,318.0,330.0,597.0
8,31,1,True,train,288.0,87.0,107.0,plus,,87.0,107.0,
8,31,2,True,train,311.0,101.0,136.0,minus,,101.0,136.0,
8,31,3,True,train,287.0,96.0,133.0,minus,53.0,53.0,96.0,133.0
8,31,4,True,train,289.0,83.0,102.0,plus,,83.0,102.0,
8,31,5,True,train,316.0,109.0,145.0,minus,50.0,50.0,109.0,145.0
8,32,1,True,train,408.0,379.0,396.0,plus,381.0,379.0,381.0,396.0
8,32,2,True,train,338.0,310.0,318.0,plus,310.0,310.0,310.0,318.0
8,32,3,True,train,400.0,377.0,392.0,plus,349.0,349.0,377.0,392.0
8,32,4,True,train,370.0,346.0,360.0,plus,326.0,326.0,346.0,360.0
8,32,5,True,train,394.0,366.0,376.0,plus,,366.0,376.0,
8,33,1,True,train,389.0,362.0,376.0,plus,331.0,331.0,362.0,376.0
8,33,2,True,train,287.0,258.0,272.0,plus,249.0,249.0,258.0,272.0
8,33,3,True,train,325.0,295.0,311.0,plus,,295.0,311.0,
8,33,4,True,train,368.0,347.0,352.0,plus,504.0,347.0,352.0,504.0
8,33,5,True,train,369.0,345.0,358.0,plus,344.0,344.0,345.0,358.0
8,34,1,True,train,507.0,469.0,485.0,plus,,469.0,485.0,
8,34,2,True,train,467.0,428.0,447.0,plus,430.0,428.0,430.0,447.0
8,34,4,True,train,531.0,477.0,523.0,plus,477.0,477.0,477.0,523.0
8,34,5,True,train,549.0,493.0,545.0,plus,487.0,487.0,493.0,545.0
8,1,1,False,train,,,,,1853.0,1853.0,,
8,2,1,False,train,,,,,165.0,165.0,,
8,2,2,False,train,,,,,,,,
8,2,3,False,train,,,,,185.0,185.0,,
8,2,4,False,train,,,,,,,,
8,2,5,False,train,,,,,92.0,92.0,,
8,3,1,False,train,,,,,,,,
8,3,2,False,train,,,,,,,,
8,3,3,False,train,,,,,,,,
8,3,4,False,train,,,,,,,,
8,3,5,False,train,,,,,,,,
8,4,1,False,train,,93.0,87.0,minus,,87.0,93.0,
8,4,2,False,train,,253.0,248.0,minus,,248.0,253.0,
8,4,3,False,train,,192.0,222.0,minus,,192.0,222.0,
8,4,4,False,train,,188.0,217.0,minus,,188.0,217.0,
8,4,5,False,train,,172.0,202.0,minus,,172.0,202.0,
8,5,1,False,train,,,204.0,minus,178.0,178.0,204.0,
8,5,2,False,train,,,,,577.0,577.0,,
8,5,3,False,train,,159.0,181.0,plus,151.0,151.0,159.0,181.0
8,5,4,False,train,,,,,145.0,145.0,,
8,5,5,False,train,,,175.0,plus,238.0,175.0,238.0,
8,6,1,False,train,,,,,839.0,839.0,,
8,6,2,False,train,,,,,523.0,523.0,,
8,6,3,False,train,,,,,935.0,935.0,,
8,6,4,False,train,,,,,,,,
8,6,5,False,train,,,,,,,,
8,7,1,False,train,,,,,,,,
8,7,2,False,train,,,,,,,,
8,7,3,False,train,,,,,,,,
8,7,4,False,train,,,,,,,,
8,8,1,False,train,,79.0,132.0,plus,,79.0,132.0,
8,8,2,False,train,,187.0,207.0,plus,103.0,103.0,187.0,207.0
8,8,3,False,train,,204.0,224.0,plus,,204.0,224.0,
8,8,4,False,train,,202.0,222.0,plus,76.0,76.0,202.0,222.0
8,8,5,False,train,,203.0,222.0,plus,,203.0,222.0,
8,9,1,False,train,,74.0,92.0,plus,,74.0,92.0,
8,9,2,False,train,,161.0,180.0,plus,,161.0,180.0,
8,9,3,False,train,,139.0,172.0,minus,,139.0,172.0,
8,9,4,False,train,,160.0,194.0,minus,,160.0,194.0,
8,9,5,False,train,,196.0,197.0,minus,,196.0,197.0,
8,10,1,False,train,,216.0,331.0,minus,,216.0,331.0,
8,10,2,False,train,,389.0,408.0,plus,,389.0,408.0,
8,10,3,False,train,,324.0,343.0,plus,,324.0,343.0,
8,10,4,False,train,,337.0,355.0,plus,,337.0,355.0,
8,10,5,False,train,,331.0,349.0,plus,121.0,121.0,331.0,349.0
8,11,1,False,train,,,,,,,,
8,12,1,False,train,,,,,891.0,891.0,,
8,13,1,False,train,,,,,298.0,298.0,,
8,13,2,False,train,,,,,702.0,702.0,,
8,13,3,False,train,,,,,,,,
8,13,4,False,train,,,,,,,,
8,13,5,False,train,,,,,413.0,413.0,,
8,14,1,False,train,,,,,401.0,401.0,,
8,14,2,False,train,,,,,,,,
8,14,3,False,train,,,,,,,,
8,14,4,False,train,,,,,285.0,285.0,,
8,14,5,False,train,,,,,,,,
8,15,1,False,train,,,212.0,minus,90.0,90.0,212.0,
8,15,2,False,train,,,230.0,plus,64.0,64.0,230.0,
8,15,3,False,train,,252.0,387.0,plus,249.0,249.0,252.0,387.0
8,15,4,False,train,,,177.0,minus,,177.0,,
